,sentence_no,word,pos,target
17243,2106,comedy,NN,B-GENRE
17244,2107,what,WDT,O
17245,2107,was,VBD,O
17246,2107,the,DT,O
17247,2107,name,NN,O
17248,2107,of,IN,O
17249,2107,the,DT,O
17250,2107,original,JJ,O
17251,2107,lassie,NN,B-CHARACTER
17252,2108,are,VBP,O
17253,2108,there,RB,O
17254,2108,any,DT,O
17255,2108,good,JJ,B-REVIEW
17256,2108,recent,JJ,O
17257,2108,romantic,JJ,B-GENRE
17258,2108,comedies,NNS,I-GENRE
17259,2108,that,WDT,O
17260,2108,are,VBP,O
17261,2108,rated,VBN,B-RATING
17262,2108,pg,JJ,I-RATING
17263,2109,search,NN,O
17264,2109,for,IN,O
17265,2109,the,DT,O
17266,2109,movie,NN,O
17267,2109,made,VBN,O
17268,2109,by,IN,O
17269,2109,peter,NN,B-DIRECTOR
17270,2109,jackson,NN,I-DIRECTOR
17271,2110,find,VB,O
17272,2110,a,DT,O
17273,2110,movie,NN,O
17274,2110,starring,VBG,O
17275,2110,lucille,CD,B-ACTOR
17276,2110,ball,NN,I-ACTOR
17277,2111,show,VB,O
17278,2111,a,DT,O
17279,2111,list,NN,O
17280,2111,of,IN,O
17281,2111,newest,JJ,B-YEAR
17282,2111,romance,NN,B-GENRE
17283,2111,movies,NNS,O
17284,2112,please,VB,O
17285,2112,provide,VB,O
17286,2112,a,DT,O
17287,2112,list,NN,O
17288,2112,of,IN,O
17289,2112,all,DT,O
17290,2112,movies,NNS,O
17291,2112,directed,VBN,O
17292,2112,by,IN,O
17293,2112,steven,JJ,B-DIRECTOR
17294,2112,spielberg,NN,I-DIRECTOR
17295,2113,find,VB,O
17296,2113,a,DT,O
17297,2113,move,NN,O
17298,2113,by,IN,O
17299,2113,director,NN,O
17300,2113,john,NN,B-DIRECTOR
17301,2113,cleese,NN,I-DIRECTOR
17302,2114,how,WRB,O
17303,2114,many,JJ,O
17304,2114,movies,NNS,O
17305,2114,has,VBZ,O
17306,2114,sandler,NN,B-ACTOR
17307,2114,made,VBD,O
17308,2115,name,NN,O
17309,2115,the,DT,O
17310,2115,theme,NN,B-SONG
17311,2115,somg,NN,I-SONG
17312,2115,for,IN,O
17313,2115,notting,VBG,B-TITLE
17314,2115,hill,NN,I-TITLE
17315,2116,is,VBZ,O
17316,2116,there,EX,O
17317,2116,a,DT,O
17318,2116,movie,NN,O
17319,2116,where,WRB,O
17320,2116,a,DT,O
17321,2116,farmer,NN,B-PLOT
17322,2116,enters,VBZ,I-PLOT
17323,2116,a,DT,I-PLOT
17324,2116,field,NN,I-PLOT
17325,2116,of,IN,I-PLOT
17326,2116,corn,NN,I-PLOT
17327,2117,name,NN,O
17328,2117,a,DT,O
17329,2117,movie,NN,O
17330,2117,where,WRB,O
17331,2117,a,DT,O
17332,2117,boy,NN,B-PLOT
17333,2117,saves,VBZ,I-PLOT
17334,2117,his,PRP$,I-PLOT
17335,2117,dog,NN,I-PLOT
17336,2118,which,WDT,O
17337,2118,shrek,VBD,B-CHARACTER
17338,2118,movie,NN,O
17339,2118,features,VBZ,O
17340,2118,the,DT,O
17341,2118,voice,NN,O
17342,2118,of,IN,O
17343,2118,justin,NNS,B-ACTOR
17344,2118,timberlake,VBP,I-ACTOR
17345,2119,whats,NNS,O
17346,2119,a,DT,O
17347,2119,good,JJ,B-REVIEW
17348,2119,car,NN,B-PLOT
17349,2119,chase,NN,I-PLOT
17350,2119,movie,NN,O
17351,2119,from,IN,O
17352,2119,the,DT,O
17353,2119,last,JJ,B-YEAR
17354,2119,2,CD,I-YEAR
17355,2119,years,NNS,I-YEAR
17356,2120,was,VBD,O
17357,2120,there,EX,O
17358,2120,a,DT,O
17359,2120,movie,NN,O
17360,2120,with,IN,O
17361,2120,buster,NN,B-ACTOR
17362,2120,keaton,NN,I-ACTOR
17363,2120,and,CC,O
17364,2120,eva,NN,B-ACTOR
17365,2120,gabor,NN,I-ACTOR
17366,2121,name,NN,O
17367,2121,a,DT,O
17368,2121,roddy,NN,B-ACTOR
17369,2121,mcdowel,NN,I-ACTOR
17370,2121,science,NN,B-GENRE
17371,2121,fiction,NN,I-GENRE
17372,2121,film,NN,O
17373,2122,run,VB,O
17374,2122,a,DT,O
17375,2122,trailer,NN,B-TRAILER
17376,2122,for,IN,O
17377,2122,a,DT,O
17378,2122,roddy,JJ,B-ACTOR
17379,2122,piper,NN,I-ACTOR
17380,2122,picture,NN,O
17381,2123,has,VBZ,O
17382,2123,quentin,NN,B-DIRECTOR
17383,2123,tarantino,NN,I-DIRECTOR
17384,2123,directed,VBD,O
17385,2123,any,DT,O
17386,2123,movies,NNS,O
17387,2123,that,WDT,O
17388,2123,arent,VBP,B-PLOT
17389,2123,that,IN,I-PLOT
17390,2123,violent,NN,I-PLOT
17391,2124,is,VBZ,O
17392,2124,there,EX,O
17393,2124,a,DT,O
17394,2124,movie,NN,O
17395,2124,with,IN,O
17396,2124,liberace,NN,B-ACTOR
17397,2124,as,IN,O
17398,2124,an,DT,O
17399,2124,undertaker,NN,B-PLOT
17400,2125,who,WP,O
17401,2125,first,RB,O
17402,2125,played,VBD,O
17403,2125,james,NNS,B-CHARACTER
17404,2125,bond,NN,I-CHARACTER
17405,2126,which,WDT,O
17406,2126,james,VBZ,B-TITLE
17407,2126,bond,NN,I-TITLE
17408,2126,film,NN,O
17409,2126,stars,NNS,O
17410,2126,sean,JJ,B-ACTOR
17411,2126,connery,NN,I-ACTOR
17412,2126,in,IN,O
17413,2126,the,DT,O
17414,2126,titular,JJ,O
17415,2126,role,NN,O
17416,2127,what,WP,O
17417,2127,film,NN,O
17418,2127,genre,NN,B-GENRE
17419,2127,is,VBZ,O
17420,2127,army,NN,B-TITLE
17421,2127,of,IN,I-TITLE
17422,2127,darkness,NN,I-TITLE
17423,2128,show,NN,O
17424,2128,romance,NN,B-GENRE
17425,2128,movies,NNS,O
17426,2128,from,IN,O
17427,2128,the,DT,O
17428,2128,70s,NNS,B-YEAR
17429,2128,that,IN,O
17430,2128,feature,NN,O
17431,2128,top,JJ,B-SONG
17432,2128,ten,NN,I-SONG
17433,2128,songs,NNS,I-SONG
17434,2129,did,VBD,O
17435,2129,harrison,NN,B-ACTOR
17436,2129,ford,NN,I-ACTOR
17437,2129,star,NN,O
17438,2129,in,IN,O
17439,2129,a,DT,O
17440,2129,romance,NN,B-GENRE
17441,2129,movie,NN,O
17442,2130,show,VB,O
17443,2130,me,PRP,O
17444,2130,all,PDT,O
17445,2130,the,DT,O
17446,2130,star,NN,B-TITLE
17447,2130,track,NN,I-TITLE
17448,2130,movies,NNS,O
17449,2131,what,WP,O
17450,2131,films,VBZ,O
17451,2131,focus,NN,O
17452,2131,on,IN,O
17453,2131,the,DT,O
17454,2131,concept,NN,O
17455,2131,of,IN,O
17456,2131,seeing,VBG,B-PLOT
17457,2131,dead,JJ,I-PLOT
17458,2131,people,NNS,I-PLOT
17459,2132,is,VBZ,O
17460,2132,there,EX,O
17461,2132,a,DT,O
17462,2132,science,NN,B-GENRE
17463,2132,fiction,NN,I-GENRE
17464,2132,film,NN,O
17465,2132,that,WDT,O
17466,2132,starts,VBZ,O
17467,2132,above,IN,B-PLOT
17468,2132,ground,NN,I-PLOT
17469,2132,leaves,VBZ,I-PLOT
17470,2132,it,PRP,I-PLOT
17471,2132,then,RB,I-PLOT
17472,2132,returns,VBZ,I-PLOT
17473,2133,find,VB,O
17474,2133,me,PRP,O
17475,2133,a,DT,O
17476,2133,rate,NN,O
17477,2133,r,NN,B-RATING
17478,2133,animation,NN,B-GENRE
17479,2133,movie,NN,O
17480,2134,who,WP,O
17481,2134,directed,VBD,O
17482,2134,the,DT,O
17483,2134,movie,NN,O
17484,2134,braveheart,NN,B-TITLE
17485,2135,which,WDT,O
17486,2135,movies,NNS,O
17487,2135,had,VBD,O
17488,2135,musical,JJ,B-GENRE
17489,2135,scores,NNS,O
17490,2135,that,WDT,O
17491,2135,won,VBD,B-REVIEW
17492,2135,oscars,NNS,I-REVIEW
17493,2136,is,VBZ,O
17494,2136,there,EX,O
17495,2136,a,DT,O
17496,2136,black,JJ,O
17497,2136,and,CC,O
17498,2136,white,JJ,O
17499,2136,movie,NN,O
17500,2136,about,IN,O
17501,2136,a,DT,O
17502,2136,robot,NN,B-PLOT
17503,2137,find,VB,O
17504,2137,a,DT,O
17505,2137,ben,NN,B-ACTOR
17506,2137,stein,NN,I-ACTOR
17507,2137,movie,NN,O
17508,2138,how,WRB,O
17509,2138,many,JJ,O
17510,2138,matrix,NN,B-TITLE
17511,2138,films,NNS,O
17512,2138,are,VBP,O
17513,2138,there,RB,O
17514,2139,who,WP,O
17515,2139,was,VBD,O
17516,2139,the,DT,O
17517,2139,lead,JJ,O
17518,2139,role,NN,O
17519,2139,in,IN,O
17520,2139,airplane,NN,B-TITLE
17521,2140,i,JJ,O
17522,2140,wish,VBP,O
17523,2140,to,TO,O
17524,2140,see,VB,O
17525,2140,a,DT,O
17526,2140,war,NN,B-PLOT
17527,2140,movie,NN,O
17528,2140,with,IN,O
17529,2140,a,DT,O
17530,2140,dogfight,NN,B-PLOT
17531,2140,from,IN,O
17532,2140,the,DT,O
17533,2140,1960s,NNS,B-YEAR
17534,2141,run,VB,O
17535,2141,a,DT,O
17536,2141,trailer,NN,B-TRAILER
17537,2141,for,IN,O
17538,2141,a,DT,O
17539,2141,spy,NN,B-GENRE
17540,2141,flick,NN,O
17541,2142,which,WDT,O
17542,2142,movie,NN,O
17543,2142,from,IN,O
17544,2142,last,JJ,B-YEAR
17545,2142,year,NN,I-YEAR
17546,2142,has,VBZ,O
17547,2142,the,DT,O
17548,2142,highest,JJS,O
17549,2142,mpaa,NN,B-RATING
17550,2142,rating,NN,O
17551,2143,find,VB,O
17552,2143,the,DT,O
17553,2143,best,JJS,B-REVIEW
17554,2143,romantic,JJ,B-GENRE
17555,2143,movies,NNS,O
17556,2143,of,IN,O
17557,2143,2012,CD,B-YEAR
17558,2144,who,WP,O
17559,2144,was,VBD,O
17560,2144,the,DT,O
17561,2144,director,NN,O
17562,2144,of,IN,O
17563,2144,avatar,NN,B-TITLE
17564,2145,show,VB,O
17565,2145,me,PRP,O
17566,2145,the,DT,B-TITLE
17567,2145,girl,NN,I-TITLE
17568,2145,with,IN,I-TITLE
17569,2145,the,DT,I-TITLE
17570,2145,dragon,NN,I-TITLE
17571,2145,tatoo,NN,I-TITLE
17572,2146,i,NN,O
17573,2146,am,VBP,O
17574,2146,looking,VBG,O
17575,2146,for,IN,O
17576,2146,a,DT,O
17577,2146,cartoon,NN,B-GENRE
17578,2146,with,IN,O
17579,2146,the,DT,O
17580,2146,voice,NN,O
17581,2146,of,IN,O
17582,2146,cameron,NN,B-ACTOR
17583,2146,diaz,NN,I-ACTOR
17584,2146,as,IN,O
17585,2146,a,DT,O
17586,2146,character,NN,O
17587,2147,what,WDT,O
17588,2147,are,VBP,O
17589,2147,popular,JJ,O
17590,2147,mob,NN,B-GENRE
17591,2147,movies,NNS,I-GENRE
17592,2148,who,WP,O
17593,2148,directed,VBD,O
17594,2148,austin,NN,B-TITLE
17595,2148,powers,NNS,I-TITLE
17596,2149,show,VB,O
17597,2149,me,PRP,O
17598,2149,a,DT,O
17599,2149,list,NN,O
17600,2149,of,IN,O
17601,2149,1990s,CD,B-YEAR
17602,2149,movies,NNS,O
17603,2149,starring,VBG,O
17604,2149,meg,NN,B-ACTOR
17605,2149,ryan,NN,I-ACTOR
17606,2150,whats,NNS,O
17607,2150,a,DT,O
17608,2150,comedy,NN,B-GENRE
17609,2150,that,WDT,O
17610,2150,uses,VBZ,O
17611,2150,both,DT,O
17612,2150,live,JJ,O
17613,2150,action,NN,O
17614,2150,and,CC,O
17615,2150,animation,NN,O
17616,2151,what,WP,O
17617,2151,year,NN,B-YEAR
17618,2151,was,VBD,O
17619,2151,shrek,NN,B-TITLE
17620,2151,released,VBN,O
17621,2152,who,WP,O
17622,2152,is,VBZ,O
17623,2152,the,DT,O
17624,2152,director,NN,O
17625,2152,of,IN,O
17626,2152,the,DT,O
17627,2152,avatar,NN,B-TITLE
17628,2152,movie,NN,O
17629,2153,what,WP,O
17630,2153,movies,NNS,O
17631,2153,did,VBD,O
17632,2153,george,VB,B-DIRECTOR
17633,2153,lucas,NN,I-DIRECTOR
17634,2153,direct,NN,O
17635,2153,in,IN,O
17636,2153,the,DT,O
17637,2153,1980s,NNS,B-YEAR
17638,2154,what,WP,O
17639,2154,movie,NN,O
17640,2154,uses,VBZ,O
17641,2154,banjo,JJ,B-SONG
17642,2154,music,NN,O
17643,2155,in,IN,O
17644,2155,which,WDT,O
17645,2155,genre,NN,O
17646,2155,does,VBZ,O
17647,2155,star,VB,B-TITLE
17648,2155,wars,NNS,I-TITLE
17649,2155,belong,IN,O
17650,2156,what,WP,O
17651,2156,year,NN,O
17652,2156,was,VBD,O
17653,2156,the,DT,O
17654,2156,movie,NN,O
17655,2156,airport,NN,B-TITLE
17656,2156,released,VBD,O
17657,2157,what,WP,O
17658,2157,was,VBD,O
17659,2157,shawshank,JJ,B-TITLE
17660,2157,redemption,NN,I-TITLE
17661,2157,rated,VBD,O
17662,2158,i,NN,O
17663,2158,am,VBP,O
17664,2158,looking,VBG,O
17665,2158,for,IN,O
17666,2158,a,DT,O
17667,2158,comedy,NN,B-GENRE
17668,2158,rated,VBN,O
17669,2158,pg13,JJ,B-RATING
17670,2158,with,IN,O
17671,2158,steve,JJ,B-ACTOR
17672,2158,martin,NN,I-ACTOR
17673,2159,comedy,NN,B-GENRE
17674,2159,about,IN,O
17675,2159,cloning,VBG,B-PLOT
17676,2159,from,IN,O
17677,2159,the,DT,O
17678,2159,1990s,CD,B-YEAR
17679,2160,did,VBD,O
17680,2160,morgan,VB,B-ACTOR
17681,2160,freeman,JJ,I-ACTOR
17682,2160,star,NN,O
17683,2160,in,IN,O
17684,2160,shawshank,JJ,B-TITLE
17685,2160,redemption,NN,I-TITLE
17686,2161,which,WDT,O
17687,2161,movie,NN,O
17688,2161,has,VBZ,O
17689,2161,the,DT,O
17690,2161,song,NN,O
17691,2161,something,NN,B-SONG
17692,2161,there,RB,I-SONG
17693,2162,show,VB,O
17694,2162,me,PRP,O
17695,2162,a,DT,O
17696,2162,supernatural,JJ,B-PLOT
17697,2162,movie,NN,O
17698,2162,with,IN,O
17699,2162,ghosts,NNS,B-PLOT
17700,2163,what,WP,O
17701,2163,mila,VBD,B-ACTOR
17702,2163,kunis,NN,I-ACTOR
17703,2163,film,NN,O
17704,2163,also,RB,O
17705,2163,stars,VBZ,O
17706,2163,justin,NNS,B-ACTOR
17707,2163,timberlake,VB,I-ACTOR
17708,2164,did,VBD,O
17709,2164,jane,NN,B-ACTOR
17710,2164,fonda,NN,I-ACTOR
17711,2164,do,VBP,O
17712,2164,a,DT,O
17713,2164,science,NN,B-GENRE
17714,2164,fiction,NN,I-GENRE
17715,2164,picture,NN,O
17716,2165,who,WP,O
17717,2165,starred,VBD,O
17718,2165,as,IN,O
17719,2165,johnson,NN,B-CHARACTER
17720,2165,in,IN,O
17721,2165,austin,NN,B-TITLE
17722,2165,powers,NNS,I-TITLE
17723,2166,please,VB,O
17724,2166,show,VB,O
17725,2166,me,PRP,O
17726,2166,a,DT,O
17727,2166,comedy,NN,B-GENRE
17728,2167,im,NN,O
17729,2167,looking,VBG,O
17730,2167,for,IN,O
17731,2167,a,DT,O
17732,2167,movie,NN,O
17733,2167,from,IN,O
17734,2167,the,DT,O
17735,2167,1980s,CD,B-YEAR
17736,2167,about,IN,O
17737,2167,spaceships,NNS,B-PLOT
17738,2168,what,WDT,O
17739,2168,was,VBD,O
17740,2168,the,DT,O
17741,2168,last,JJ,B-YEAR
17742,2168,movie,NN,I-YEAR
17743,2168,that,IN,O
17744,2168,paul,NN,B-ACTOR
17745,2168,newman,NN,I-ACTOR
17746,2168,was,VBD,O
17747,2168,in,IN,O
17748,2169,what,WP,O
17749,2169,was,VBD,O
17750,2169,leonardo,JJ,B-ACTOR
17751,2169,dicaprios,NNS,I-ACTOR
17752,2169,first,RB,O
17753,2169,major,JJ,O
17754,2169,film,NN,O
17755,2170,find,VB,O
17756,2170,a,DT,O
17757,2170,review,NN,O
17758,2170,of,IN,O
17759,2170,pretty,JJ,B-TITLE
17760,2170,woman,NN,I-TITLE
17761,2171,who,WP,O
17762,2171,directed,VBD,B-DIRECTOR
17763,2171,terminator,NN,B-TITLE
17764,2172,comedy,NN,B-GENRE
17765,2172,drama,NN,I-GENRE
17766,2172,from,IN,O
17767,2172,2000s,CD,B-YEAR
17768,2172,about,IN,O
17769,2172,a,DT,B-PLOT
17770,2172,pregnant,JJ,I-PLOT
17771,2172,teenager,NN,I-PLOT
17772,2173,what,WP,O
17773,2173,year,NN,O
17774,2173,was,VBD,O
17775,2173,the,DT,O
17776,2173,first,JJ,O
17777,2173,star,NN,B-TITLE
17778,2173,wars,NNS,I-TITLE
17779,2173,movie,NN,O
17780,2173,released,VBN,O
17781,2174,name,NN,O
17782,2174,a,DT,O
17783,2174,science,NN,B-GENRE
17784,2174,fiction,NN,I-GENRE
17785,2174,film,NN,O
17786,2174,from,IN,O
17787,2174,1965,CD,B-YEAR
17788,2175,what,WP,O
17789,2175,animation,NN,B-PLOT
17790,2175,character,NN,I-PLOT
17791,2175,did,VBD,O
17792,2175,antonio,RB,B-ACTOR
17793,2175,banderas,JJ,I-ACTOR
17794,2175,play,NN,O
17795,2175,in,IN,O
17796,2175,as,IN,O
17797,2175,a,DT,O
17798,2175,cat,NN,B-PLOT
17799,2176,who,WP,O
17800,2176,is,VBZ,O
17801,2176,the,DT,O
17802,2176,main,JJ,O
17803,2176,actor,NN,O
17804,2176,in,IN,O
17805,2176,the,DT,B-TITLE
17806,2176,muppets,NNS,I-TITLE
17807,2177,how,WRB,O
17808,2177,many,JJ,O
17809,2177,007,CD,B-CHARACTER
17810,2177,movies,NNS,O
17811,2177,were,VBD,O
17812,2177,rated,VBN,B-RATING
17813,2177,r,NN,I-RATING
17814,2178,what,WP,O
17815,2178,is,VBZ,O
17816,2178,the,DT,O
17817,2178,highest,JJS,B-REVIEW
17818,2178,rated,JJ,I-REVIEW
17819,2178,comedy,NN,B-GENRE
17820,2178,movie,NN,I-GENRE
17821,2178,of,IN,O
17822,2178,all,DT,B-YEAR
17823,2178,time,NN,I-YEAR
17824,2179,what,WP,O
17825,2179,is,VBZ,O
17826,2179,james,JJ,B-DIRECTOR
17827,2179,camerons,NNS,I-DIRECTOR
17828,2179,top,JJ,B-RATINGS_AVERAGE
17829,2179,rated,VBN,I-RATINGS_AVERAGE
17830,2179,film,NN,I-RATINGS_AVERAGE
17831,2180,who,WP,O
17832,2180,directed,VBD,B-DIRECTOR
17833,2180,underworld,NN,B-TITLE
17834,2181,are,VBP,O
17835,2181,there,EX,O
17836,2181,any,DT,O
17837,2181,stanley,NN,B-DIRECTOR
17838,2181,kubrick,NN,I-DIRECTOR
17839,2181,moviies,NNS,O
17840,2181,rated,VBN,B-RATING
17841,2181,pg,JJ,I-RATING
17842,2182,show,NN,O
17843,2182,robert,NN,B-ACTOR
17844,2182,redford,NN,I-ACTOR
17845,2182,films,NNS,O
17846,2182,from,IN,O
17847,2182,the,DT,O
17848,2182,1970s,NNS,B-YEAR
17849,2183,what,WDT,O
17850,2183,was,VBD,O
17851,2183,the,DT,O
17852,2183,title,NN,O
17853,2183,of,IN,O
17854,2183,the,DT,O
17855,2183,movie,NN,O
17856,2183,of,IN,O
17857,2183,julia,NN,B-ACTOR
17858,2183,roberts,NNS,I-ACTOR
17859,2183,academy,RB,B-REVIEW
17860,2183,award,RB,I-REVIEW
17861,2183,winning,VBG,I-REVIEW
17862,2183,perfrmance,NN,I-REVIEW
17863,2184,is,VBZ,O
17864,2184,the,DT,O
17865,2184,movie,NN,O
17866,2184,the,DT,B-TITLE
17867,2184,hunger,NN,I-TITLE
17868,2184,games,NNS,I-TITLE
17869,2184,based,VBN,O
17870,2184,on,IN,O
17871,2184,a,DT,O
17872,2184,kids,NNS,O
17873,2184,book,NN,O
17874,2185,was,VBD,O
17875,2185,there,EX,O
17876,2185,a,DT,O
17877,2185,steve,NN,B-ACTOR
17878,2185,reeves,VBZ,I-ACTOR
17879,2185,science,NN,B-GENRE
17880,2185,fiction,NN,I-GENRE
17881,2185,film,NN,O
17882,2186,in,IN,O
17883,2186,what,WP,O
17884,2186,year,NN,O
17885,2186,did,VBD,O
17886,2186,titanic,JJ,B-TITLE
17887,2186,come,VB,O
17888,2186,out,RP,O
17889,2187,who,WP,O
17890,2187,was,VBD,O
17891,2187,in,IN,O
17892,2187,drive,NN,B-TITLE
17893,2188,find,VB,O
17894,2188,a,DT,O
17895,2188,review,NN,O
17896,2188,for,IN,O
17897,2188,stuart,JJ,B-TITLE
17898,2188,little,JJ,I-TITLE
17899,2188,2,CD,I-TITLE
17900,2189,i,NN,O
17901,2189,want,VBP,O
17902,2189,to,TO,O
17903,2189,see,VB,O
17904,2189,a,DT,O
17905,2189,sci,JJ,B-GENRE
17906,2189,fi,JJ,I-GENRE
17907,2189,movie,NN,O
17908,2189,about,IN,O
17909,2189,apes,NNS,B-PLOT
17910,2190,who,WP,O
17911,2190,directed,VBD,O
17912,2190,mary,JJ,B-TITLE
17913,2190,reilly,RB,I-TITLE
17914,2191,what,WDT,O
17915,2191,was,VBD,O
17916,2191,the,DT,O
17917,2191,star,NN,B-RATINGS_AVERAGE
17918,2191,rating,NN,I-RATINGS_AVERAGE
17919,2191,for,IN,O
17920,2191,drive,NN,B-TITLE
17921,2192,list,NN,O
17922,2192,documentaries,NNS,B-GENRE
17923,2192,about,IN,O
17924,2192,mustangs,NNS,B-PLOT
17925,2193,show,VB,O
17926,2193,me,PRP,O
17927,2193,movies,NNS,O
17928,2193,which,WDT,O
17929,2193,starred,VBD,O
17930,2193,john,NNS,B-ACTOR
17931,2193,travolta,NN,I-ACTOR
17932,2194,what,WDT,O
17933,2194,are,VBP,O
17934,2194,natalie,JJ,B-ACTOR
17935,2194,portmans,NNS,I-ACTOR
17936,2194,best,JJS,B-REVIEW
17937,2194,movie,NN,O
17938,2194,roles,NNS,B-CHARACTER
17939,2195,family,NN,B-GENRE
17940,2195,movies,NNS,O
17941,2195,for,IN,O
17942,2195,kids,NNS,O
17943,2196,what,WP,O
17944,2196,movie,NN,O
17945,2196,has,VBZ,O
17946,2196,robbie,VBN,B-CHARACTER
17947,2196,the,DT,I-CHARACTER
17948,2196,robot,NN,I-CHARACTER
17949,2197,what,WP,O
17950,2197,movies,NNS,O
17951,2197,feature,VBP,O
17952,2197,the,DT,O
17953,2197,character,NN,O
17954,2197,luke,NN,B-CHARACTER
17955,2197,skywalker,NN,I-CHARACTER
17956,2198,who,WP,O
17957,2198,was,VBD,O
17958,2198,the,DT,O
17959,2198,lead,JJ,O
17960,2198,actor,NN,O
17961,2198,in,IN,O
17962,2198,on,IN,B-TITLE
17963,2198,the,DT,I-TITLE
17964,2198,waterfront,NN,I-TITLE
17965,2199,find,VB,O
17966,2199,all,DT,O
17967,2199,movies,NNS,O
17968,2199,from,IN,O
17969,2199,2012,CD,B-YEAR
17970,2199,starring,VBG,O
17971,2199,george,NN,B-ACTOR
17972,2199,clooney,NN,I-ACTOR
17973,2200,what,WP,O
17974,2200,movie,NN,O
17975,2200,features,VBZ,O
17976,2200,the,DT,O
17977,2200,line,NN,O
17978,2200,come,VBN,O
17979,2200,up,RP,O
17980,2200,and,CC,O
17981,2200,see,VB,O
17982,2200,me,PRP,O
17983,2200,sometime,VB,O
17984,2201,did,VBD,O
17985,2201,steven,RB,B-DIRECTOR
17986,2201,spielberg,VB,I-DIRECTOR
17987,2201,direct,JJ,O
17988,2201,any,DT,O
17989,2201,world,NN,B-GENRE
17990,2201,war,NN,I-GENRE
17991,2201,ii,NN,I-GENRE
17992,2201,movies,NNS,O
17993,2202,show,VB,O
17994,2202,me,PRP,O
17995,2202,a,DT,O
17996,2202,list,NN,O
17997,2202,of,IN,O
17998,2202,disney,NN,B-PLOT
17999,2202,movies,NNS,I-PLOT
18000,2202,about,IN,I-PLOT
18001,2202,a,DT,I-PLOT
18002,2202,princess,NN,I-PLOT
18003,2203,whats,NNS,O
18004,2203,a,DT,O
18005,2203,funny,JJ,B-GENRE
18006,2203,pg,NN,B-RATING
18007,2203,13,CD,I-RATING
18008,2203,movie,NN,O
18009,2204,i,NN,O
18010,2204,want,VBP,O
18011,2204,to,TO,O
18012,2204,watch,VB,O
18013,2204,an,DT,O
18014,2204,action,NN,B-GENRE
18015,2204,movie,NN,O
18016,2204,with,IN,O
18017,2204,harrison,NN,B-ACTOR
18018,2204,ford,NN,I-ACTOR
18019,2205,which,WDT,O
18020,2205,comedy,NN,B-GENRE
18021,2205,got,VBD,O
18022,2205,the,DT,O
18023,2205,highest,JJS,B-RATINGS_AVERAGE
18024,2205,ratings,NNS,I-RATINGS_AVERAGE
18025,2205,in,IN,O
18026,2205,2002,CD,B-YEAR
18027,2206,find,VB,O
18028,2206,a,DT,O
18029,2206,1994,CD,B-YEAR
18030,2206,animated,JJ,B-GENRE
18031,2206,movie,NN,O
18032,2206,about,IN,O
18033,2206,a,DT,O
18034,2206,lion,NN,O
18035,2206,named,VBN,O
18036,2206,simba,NN,B-CHARACTER
18037,2207,who,WP,O
18038,2207,wrote,VBD,O
18039,2207,the,DT,O
18040,2207,jaws,JJ,B-TITLE
18041,2207,theme,NN,B-SONG
18042,2207,song,NN,I-SONG
18043,2208,can,MD,O
18044,2208,give,VB,O
18045,2208,give,VB,O
18046,2208,me,PRP,O
18047,2208,the,DT,O
18048,2208,critically,RB,B-REVIEW
18049,2208,acclaimed,JJ,I-REVIEW
18050,2208,comedies,NNS,B-GENRE
18051,2208,made,VBN,O
18052,2208,in,IN,O
18053,2208,the,DT,O
18054,2208,1960s,NNS,B-YEAR
18055,2209,find,VB,O
18056,2209,me,PRP,O
18057,2209,an,DT,O
18058,2209,animated,JJ,B-GENRE
18059,2209,movie,NN,O
18060,2209,from,IN,O
18061,2209,1995,CD,B-YEAR
18062,2210,show,VB,O
18063,2210,me,PRP,O
18064,2210,all,DT,O
18065,2210,voices,NNS,O
18066,2210,in,IN,O
18067,2210,shrek,NN,B-TITLE
18068,2211,name,NN,O
18069,2211,any,DT,O
18070,2211,of,IN,O
18071,2211,the,DT,O
18072,2211,harry,NN,B-ACTOR
18073,2211,potte,NN,I-ACTOR
18074,2211,mrovies,NNS,O
18075,2211,that,WDT,O
18076,2211,have,VBP,O
18077,2211,an,DT,O
18078,2211,mpaa,NN,B-RATING
18079,2211,rating,NN,I-RATING
18080,2211,of,IN,O
18081,2211,tv,NN,B-RATING
18082,2211,ma,NN,I-RATING
18083,2212,was,VBD,O
18084,2212,there,EX,O
18085,2212,a,DT,O
18086,2212,boxing,NN,B-PLOT
18087,2212,movie,NN,O
18088,2212,with,IN,O
18089,2212,the,DT,O
18090,2212,song,NN,O
18091,2212,gonna,NN,B-SONG
18092,2212,fly,VB,I-SONG
18093,2212,now,RB,I-SONG
18094,2213,who,WP,O
18095,2213,was,VBD,O
18096,2213,the,DT,O
18097,2213,supporting,VBG,O
18098,2213,role,NN,O
18099,2213,in,IN,O
18100,2213,army,NN,B-TITLE
18101,2213,of,IN,I-TITLE
18102,2213,darkness,NN,I-TITLE
18103,2214,find,VB,O
18104,2214,a,DT,O
18105,2214,movie,NN,O
18106,2214,from,IN,O
18107,2214,the,DT,O
18108,2214,1970s,NNS,B-YEAR
18109,2214,with,IN,O
18110,2214,a,DT,O
18111,2214,car,NN,B-PLOT
18112,2214,chase,NN,I-PLOT
18113,2215,what,WP,O
18114,2215,movie,NN,O
18115,2215,in,IN,O
18116,2215,the,DT,O
18117,2215,late,JJ,O
18118,2215,1990s,CD,B-YEAR
